date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:41	144337/144337	---M-Z	200	added ('OK')	text/html	etag:%2278b1-5c907291f967e%22	https://www.monsterlab.vn/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/index.html	(from )
15:32:42	67/67	---M--	200	added ('OK')	text/plain	date:Sun,%2008%20Aug%202021%2007:33:35%20GMT	https://www.monsterlab.vn/robots.txt		(from )
15:32:43	3020/3020	---M--	200	added ('OK')	image/png	etag:%22bcc-57e5c9eced780%22	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/images/favicon.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/images/favicon.png	(from https://www.monsterlab.vn/)
15:32:43	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Aug%202021%2007:33:38%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/images	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/images	(from https://www.monsterlab.vn/)
15:32:43	270/270	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Aug%202021%2007:33:38%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/js	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/js	(from https://www.monsterlab.vn/)
15:32:43	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Aug%202021%2007:33:39%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter	(from https://www.monsterlab.vn/)
15:32:44	99010/99010	---M-Z	200	added ('OK')	text/css	etag:%2241b4-5c8f1376d2ec5%22	https://www.monsterlab.vn/wp-content/cache/minify/300bd.css	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/cache/minify/300bd.css	(from https://www.monsterlab.vn/)
15:32:44	16373/16373	---M-Z	200	added ('OK')	application/rss+xml	etag:%22602a4ab1aba03e4d33d9657d864a7bba-gzip%22	https://www.monsterlab.vn/feed/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/feed/index.html	(from https://www.monsterlab.vn/)
15:32:44	137/137	---M-Z	200	added ('OK')	text/html	etag:%2289-57e5c9eced780-gzip%22	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/images/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/images/index.html	(from https://www.monsterlab.vn/)
15:32:44	1130/1130	---M-Z	200	added ('OK')	application/rss+xml	etag:%2202a918451534c8d0c8c748035941ccda-gzip%22	https://www.monsterlab.vn/comments/feed/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/comments/feed/index.html	(from https://www.monsterlab.vn/)
15:32:44	540726/540726	---M-Z	200	added ('OK')	text/css	etag:%2213c7e-5c8f1377bec40%22	https://www.monsterlab.vn/wp-content/cache/minify/696a4.css	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/cache/minify/696a4.css	(from https://www.monsterlab.vn/)
15:32:44	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2008%20Aug%202021%2007:33:39%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.eot	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.eot	(from https://www.monsterlab.vn/)
15:32:44	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2008%20Aug%202021%2007:33:40%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.eot?	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/fontd41d.eot	(from https://www.monsterlab.vn/)
15:32:45	1304/1304	---M-Z	200	added ('OK')	application/font-woff	date:Sun,%2008%20Aug%202021%2007:33:40%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.woff	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.woff	(from https://www.monsterlab.vn/)
15:32:45	1512/1512	---M-Z	200	added ('OK')	application/x-font-ttf	date:Sun,%2008%20Aug%202021%2007:33:40%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.ttf	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.ttf	(from https://www.monsterlab.vn/)
15:32:45	199/199	---M--	403	error ('Forbidden')	text/html	date:Sun,%2008%20Aug%202021%2007:33:40%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/js/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/js/index.html	(from https://www.monsterlab.vn/)
15:32:45	1391/1391	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Aug%202021%2007:33:40%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.svg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/star/font.svg	(from https://www.monsterlab.vn/)
15:32:45	16852/16852	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2008%20Aug%202021%2007:33:41%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.eot	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.eot	(from https://www.monsterlab.vn/)
15:32:46	16852/16852	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2008%20Aug%202021%2007:33:41%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.eot?	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/fontd41d.eot	(from https://www.monsterlab.vn/)
15:32:46	199/199	---M--	403	error ('Forbidden')	text/html	date:Sun,%2008%20Aug%202021%2007:33:41%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/index.html	(from https://www.monsterlab.vn/)
15:32:46	16748/16748	---M-Z	200	added ('OK')	application/font-woff	date:Sun,%2008%20Aug%202021%2007:33:41%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.woff	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.woff	(from https://www.monsterlab.vn/)
15:32:46	16672/16672	---M-Z	200	added ('OK')	application/x-font-ttf	date:Sun,%2008%20Aug%202021%2007:33:41%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.ttf	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.ttf	(from https://www.monsterlab.vn/)
15:32:46	46552/46552	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Aug%202021%2007:33:42%20GMT	https://www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.svg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/themes/jupiter/assets/stylesheet/fonts/woocommerce/font.svg	(from https://www.monsterlab.vn/)
15:32:47	533447/533447	---M-Z	200	added ('OK')	text/css	etag:%22c9bb-5c8f1a7f100a4%22	https://www.monsterlab.vn/wp-content/cache/minify/bd464.css	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/cache/minify/bd464.css	(from https://www.monsterlab.vn/)
15:32:47	12418/12418	---M-Z	200	added ('OK')	application/x-javascript	etag:%221348-5c8f13769333a%22	https://www.monsterlab.vn/wp-content/cache/minify/063f3.js	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/cache/minify/063f3.js	(from https://www.monsterlab.vn/)
15:32:47	285372/285372	---M-Z	200	added ('OK')	application/x-javascript	etag:%22168dd-5c8f13768a2b2%22	https://www.monsterlab.vn/wp-content/cache/minify/dd73f.js	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/cache/minify/dd73f.js	(from https://www.monsterlab.vn/)
15:32:49	212/212	---M-Z	401	error ('Unauthorized')	application/json	date:Sun,%2008%20Aug%202021%2007:33:43%20GMT	https://www.monsterlab.vn/wp-json/wp/v2/pages/30	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-json/wp/v2/pages/30	(from https://www.monsterlab.vn/)
15:32:49	131686/131686	---M-Z	200	added ('OK')	application/json	date:Sun,%2008%20Aug%202021%2007:33:43%20GMT	https://www.monsterlab.vn/wp-json/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-json/index.html	(from https://www.monsterlab.vn/)
15:32:50	2653/2653	---M-Z	200	added ('OK')	application/json	date:Sun,%2008%20Aug%202021%2007:33:44%20GMT	https://www.monsterlab.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.monsterlab.vn%2F	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-json/oembed/1.0/embed2723.json	(from https://www.monsterlab.vn/)
15:32:51	3193/3193	---M-Z	200	added ('OK')	text/xml	date:Sun,%2008%20Aug%202021%2007:33:45%20GMT	https://www.monsterlab.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.monsterlab.vn%2F&format=xml	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-json/oembed/1.0/embeddd74	(from https://www.monsterlab.vn/)
15:32:51	100785/100785	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2008%20Aug%202021%2007:32:51%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/connect.facebook.net/en_US/fbevents.js	(from https://www.monsterlab.vn/)
15:32:52	1721/1721	---M--	200	added ('OK')	image/png	etag:%226b9-555a4dab75a00%22	https://www.monsterlab.vn/wp-content/uploads/2017/05/cropped-monsterlab_favicon2-32x32.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/05/cropped-monsterlab_favicon2-32x32.png	(from https://www.monsterlab.vn/)
15:32:53	140285/140285	---M-Z	200	added ('OK')	text/javascript	etag:17930043840145262200	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://www.monsterlab.vn/)
15:32:53	15749/15749	---M--	200	added ('OK')	image/png	etag:%223d85-555a4da7a5100%22	https://www.monsterlab.vn/wp-content/uploads/2017/05/cropped-monsterlab_favicon2-192x192.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/05/cropped-monsterlab_favicon2-192x192.png	(from https://www.monsterlab.vn/)
15:32:53	23404/23404	---M--	200	added ('OK')	image/png	etag:%225b6c-555a4dab75a00%22	https://www.monsterlab.vn/wp-content/uploads/2017/05/cropped-monsterlab_favicon2-180x180.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/05/cropped-monsterlab_favicon2-180x180.png	(from https://www.monsterlab.vn/)
15:32:54	41698/41698	---M--	200	added ('OK')	image/png	etag:%22a2e2-583f9c32aa300%22	https://www.monsterlab.vn/wp-content/uploads/2017/05/homepage_bg5e.png?id=153	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/05/homepage_bg5e4893.png	(from https://www.monsterlab.vn/)
15:32:54	5872/5872	---M--	200	added ('OK')	image/png	etag:%2216f0-5c17e93b97c00%22	https://www.monsterlab.vn/wp-content/uploads/2021/05/monsterlab_logo_1-1.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2021/05/monsterlab_logo_1-1.png	(from https://www.monsterlab.vn/)
15:32:54	93762/93762	---M--	200	added ('OK')	image/jpeg	etag:%2216e42-58ffd1c121c00%22	https://www.monsterlab.vn/wp-content/uploads/2019/08/1.jpg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2019/08/1.jpg	(from https://www.monsterlab.vn/)
15:32:55	182636/182636	---M--	200	added ('OK')	image/jpeg	etag:%222c96c-5bdb4c0905280%22	https://www.monsterlab.vn/wp-content/uploads/2021/03/thumb_9plus_2d_ver2-1.jpg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2021/03/thumb_9plus_2d_ver2-1.jpg	(from https://www.monsterlab.vn/)
15:32:55	130172/130172	---M--	200	added ('OK')	image/jpeg	etag:%221fc7c-58c4b1fd45c00%22	https://www.monsterlab.vn/wp-content/uploads/2019/06/3.jpg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2019/06/3.jpg	(from https://www.monsterlab.vn/)
15:32:55	68810/68810	---M--	200	added ('OK')	image/jpeg	etag:%2210cca-58c4b22553a80%22	https://www.monsterlab.vn/wp-content/uploads/2019/06/4.jpg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2019/06/4.jpg	(from https://www.monsterlab.vn/)
15:32:55	205253/205253	---M-Z	200	added ('OK')	text/html	etag:%22947a-5c9072ffacf8e%22	https://www.monsterlab.vn/gioi-thieu/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/gioi-thieu/index.html	(from https://www.monsterlab.vn/)
15:32:55	277/277	---M--	200	added ('OK')	image/png	etag:%22115-5c624733e8d0c%22	https://www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw2rayiwsm9map8caexnbjtpflkk5lb0l7iho.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw2rayiwsm9map8caexnbjtpflkk5lb0l7iho.png	(from https://www.monsterlab.vn/)
15:32:56	96823/96823	---M-Z	200	added ('OK')	text/html	etag:%22652d-5c906f156067f%22	https://www.monsterlab.vn/daotaodoanhnghiep/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/daotaodoanhnghiep/index.html	(from https://www.monsterlab.vn/)
15:32:56	34449/34449	---M--	200	added ('OK')	image/png	etag:%228691-58a189ef11080%22	https://www.monsterlab.vn/wp-content/uploads/2017/07/ander.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/07/ander.png	(from https://www.monsterlab.vn/)
15:32:56	53274/53274	---M--	200	added ('OK')	image/png	etag:%22d01a-58a193abf8a00%22	https://www.monsterlab.vn/wp-content/uploads/2017/06/bichphuong.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/06/bichphuong.png	(from https://www.monsterlab.vn/)
15:32:57	1184218/1184218	---M--	200	added ('OK')	image/jpeg	etag:%221211da-5b9b4a6b9ce80%22	https://www.monsterlab.vn/wp-content/uploads/2021/01/banner-web-500x300-01.jpg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2021/01/banner-web-500x300-01.jpg	(from https://www.monsterlab.vn/)
15:32:57	79109/79109	---M-Z	200	added ('OK')	text/html	etag:%224f13-5c906f3868862%22	https://www.monsterlab.vn/khoa-hoc-dai-han/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/khoa-hoc-dai-han/index.html	(from https://www.monsterlab.vn/)
15:32:58	560067/560067	---M--	200	added ('OK')	image/png	etag:%2288bc3-5ae2551fb4d00%22	https://www.monsterlab.vn/wp-content/uploads/2020/08/nguyen-hoang-son.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2020/08/nguyen-hoang-son.png	(from https://www.monsterlab.vn/)
15:32:59	818014/818014	---M--	200	added ('OK')	image/png	etag:%22c7b5e-5ae24ff031100%22	https://www.monsterlab.vn/wp-content/uploads/2020/08/trang-lam.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2020/08/trang-lam.png	(from https://www.monsterlab.vn/)
15:32:59	550068/550068	---M--	200	added ('OK')	image/png	etag:%22864b4-5ae255162b680%22	https://www.monsterlab.vn/wp-content/uploads/2020/08/le-khanh-phi.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2020/08/le-khanh-phi.png	(from https://www.monsterlab.vn/)
15:32:59	1173830/1173830	---M--	200	added ('OK')	image/png	etag:%2211e946-5ae2550e8a480%22	https://www.monsterlab.vn/wp-content/uploads/2020/08/doan-hong-ngoc.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2020/08/doan-hong-ngoc.png	(from https://www.monsterlab.vn/)
15:32:59	14460/14460	---M--	200	added ('OK')	image/jpeg	etag:%22387c-5ae258db49b80%22	https://www.monsterlab.vn/wp-content/uploads/2020/08/tran-duc-anh-300x300.jpg	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2020/08/tran-duc-anh-300x300.jpg	(from https://www.monsterlab.vn/)
15:33:00	1104/1104	---M--	200	added ('OK')	image/png	etag:%22450-5c62473441708%22	https://www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw6oinfkf7eif8mlqw1ws88vg4j8f7ik68zog.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw6oinfkf7eif8mlqw1ws88vg4j8f7ik68zog.png	(from https://www.monsterlab.vn/)
15:33:00	172746/172746	---M-Z	200	added ('OK')	text/html	etag:%228d18-5c907154fefd5%22	https://www.monsterlab.vn/portfolio-posts/2d-design-motion-expert/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/2d-design-motion-expert/index.html	(from https://www.monsterlab.vn/)
15:33:00	408/408	---M--	200	added ('OK')	image/png	etag:%22198-5c62473460722%22	https://www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw3wj0i05kbhk5cmsizmz1xu22kud9ltoq46g.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw3wj0i05kbhk5cmsizmz1xu22kud9ltoq46g.png	(from https://www.monsterlab.vn/)
15:33:00	240/240	---M--	200	added ('OK')	image/png	etag:%22f0-5c62473472833%22	https://www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw181plh1rjbbc6r1wm7adll5clm39gr41608.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/bfi_thumb/dummy-transparent-o1cynvw181plh1rjbbc6r1wm7adll5clm39gr41608.png	(from https://www.monsterlab.vn/)
15:33:00	14373/14373	---M--	200	added ('OK')	image/png	etag:%223825-583f9c4004280%22	https://www.monsterlab.vn/wp-content/uploads/2017/05/stage05_top.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/05/stage05_top.png	(from https://www.monsterlab.vn/)
15:33:01	32019/32019	---M--	200	added ('OK')	image/png	etag:%227d13-583f9c47a5480%22	https://www.monsterlab.vn/wp-content/uploads/2017/05/monsters2.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/uploads/2017/05/monsters2.png	(from https://www.monsterlab.vn/)
15:33:01	132107/132107	---M-Z	200	added ('OK')	text/html	etag:%220c212c68cba499704ab1fc424c089fbe-gzip%22	https://www.monsterlab.vn/portfolio-posts/hoc-phan-nen-tang-cho-nganh-thiet-ke-do-hoa/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/hoc-phan-nen-tang-cho-nganh-thiet-ke-do-hoa/index.html	(from https://www.monsterlab.vn/)
15:33:01	175687/175687	---M-Z	200	added ('OK')	text/html	etag:%228cb7-5c906faf6a710%22	https://www.monsterlab.vn/portfolio-posts/digital-artist-expert/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/digital-artist-expert/index.html	(from https://www.monsterlab.vn/)
15:33:01	148286/148286	---M-Z	200	added ('OK')	text/html	etag:%22d18ec94e2f7ca04e6b832ef1191021eb-gzip%22	https://www.monsterlab.vn/portfolio-posts/chuongtrinh-9plus-design/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/chuongtrinh-9plus-design/index.html	(from https://www.monsterlab.vn/)
15:33:01	199/199	---M--	403	error ('Forbidden')	text/html	date:Sun,%2008%20Aug%202021%2007:33:56%20GMT	https://www.monsterlab.vn/wp-content/plugins/artbees-captcha/generate-captcha.php	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/plugins/artbees-captcha/generate-captcha.php	(from https://www.monsterlab.vn/)
15:33:01	271216/271216	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cc0a056873782194d3aa27b4c782b44a%22	https://connect.facebook.net/en_US/sdk/xfbml.customerchat.js	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/connect.facebook.net/en_US/sdk/xfbml.customerchat.js	(from https://www.monsterlab.vn/)
15:33:01	82341/82341	---M-Z	200	added ('OK')	text/html	etag:%2252a6-5c906f2fced6e%22	https://www.monsterlab.vn/khoa-hoc-ngan-han/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/khoa-hoc-ngan-han/index.html	(from https://www.monsterlab.vn/)
15:33:03	1/1	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2008%20Aug%202021%2007:33:57%20GMT	http://www.monsterlab.vn/wp-admin/admin-ajax.php	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-admin/admin-ajax.32.delayed	(from https://www.monsterlab.vn/)
15:33:03	120588/120588	---M-Z	200	added ('OK')	text/html	etag:%226b24-5c90658108e59%22	https://www.monsterlab.vn/portfolio-posts/digital-art/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/digital-art/index.html	(from https://www.monsterlab.vn/)
15:33:03	146787/146787	---M-Z	200	added ('OK')	text/html	etag:%2284cc-5c906254c1a68%22	https://www.monsterlab.vn/portfolio-posts/character-sketch/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/character-sketch/index.html	(from https://www.monsterlab.vn/)
15:33:05	68688/68688	---M-Z	200	added ('OK')	text/html	etag:%2299647df8421c7a1a93feab5059ae5a85-gzip%22	https://www.monsterlab.vn/dang-ky-hoc/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/dang-ky-hoc/index.html	(from https://www.monsterlab.vn/)
15:33:07	3042/3042	---M--	200	added ('OK')	image/png	etag:%22be2-5b6768fe37d00%22	http://www.monsterlab.vn/wp-content/plugins/wp-live-chat-support/images/operatorIcon.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/plugins/wp-live-chat-support/images/operatorIcon.png	(from https://www.monsterlab.vn/)
15:33:07	138692/138692	---M-Z	200	added ('OK')	text/html	etag:%22a8dc9f62889a04229a0d010b49d7da47-gzip%22	https://www.monsterlab.vn/portfolio-posts/digital-painting/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/digital-painting/index.html	(from https://www.monsterlab.vn/)
15:33:07	149415/149415	---M-Z	200	added ('OK')	text/html	etag:%22e5895bd40f66757583f29ddb4f2d6ffa-gzip%22	https://www.monsterlab.vn/portfolio-posts/mau-nuoc-co-ban/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/portfolio-posts/mau-nuoc-co-ban/index.html	(from https://www.monsterlab.vn/)
15:33:09	157/157	---M--	200	added ('OK')	image/png	etag:%229d-56df2ffa3ee80%22	http://www.monsterlab.vn/wp-content/plugins/wp-live-chat-support/images/chaticon.png	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/plugins/wp-live-chat-support/images/chaticon.png	(from https://www.monsterlab.vn/)
15:33:09	72077/72077	---M-Z	200	added ('OK')	text/html	etag:%224b23-5c906f2257c77%22	https://www.monsterlab.vn/dang-ky-opencamp/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/dang-ky-opencamp/index.html	(from https://www.monsterlab.vn/)
15:33:10	112423/112423	---M-Z	200	added ('OK')	text/html	etag:%224f51c5a3752e360b83bd1a6421577649-gzip%22	https://www.monsterlab.vn/blog/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/blog/index.html	(from https://www.monsterlab.vn/)
15:33:11	31001/31001	---M-Z	200	added ('OK')	text/css	etag:%221aef-5c905a1254b99%22	https://www.monsterlab.vn/wp-content/cache/minify/624dc.css	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/cache/minify/624dc.css	(from https://www.monsterlab.vn/)
15:33:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2008%20Aug%202021%2007:34:04%20GMT	https://www.monsterlab.vn/course-posts/chuongtrinh-9plus-design/	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/course-posts/chuongtrinh-9plus-design/index.html	(from https://www.monsterlab.vn/)
15:33:11	179546/179546	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ecd8-5c8f1376bb7c4%22	https://www.monsterlab.vn/wp-content/cache/minify/76138.js	C:/Users/localadmin/Documents/My%20Websites/www.monsterlab.vn/www.monsterlab.vn/wp-content/cache/minify/76138.js	(from https://www.monsterlab.vn/)
